Comparison,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
FC_vs_Healthy,GO:0019217,regulation of fatty acid metabolic process,24,0.6869705498682426,1.813516975509082,8.340738906612224e-5,0.0017389653758125485,0.0017389653758125487,312,"tags=33%, list=7%, signal=31%",NME1/CD74/PLAA/EIF6/CPT1A/FABP5/UBR4/NME2,0.5384340963099162
FC_vs_Healthy,GO:0007601,visual perception,27,-0.38958985986401884,-1.8079463313557729,0.0017389275542067496,0.01746831770362235,0.01746831770362235,332,"tags=30%, list=8%, signal=27%",TGFBI/RDH11/EFEMP1/KRT12/TACSTD2/LUM/COL1A1/COL2A1,0.45505986738722953
FC_vs_Healthy,GO:0050953,sensory perception of light stimulus,27,-0.38958985986401884,-1.8079463313557729,0.0017389275542067496,0.01746831770362235,0.01746831770362235,332,"tags=30%, list=8%, signal=27%",TGFBI/RDH11/EFEMP1/KRT12/TACSTD2/LUM/COL1A1/COL2A1,0.45505986738722953
FC_vs_Healthy,GO:0002695,negative regulation of leukocyte activation,48,0.6317962197864277,1.8008744199363136,1.7812468894198515e-6,9.053700530743908e-5,9.053700530743908e-5,941,"tags=56%, list=22%, signal=44%",PTPRC/LGALS9/PTPN6/HLA-DRB1/MNDA/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/GRN/PSMA2/PSMA3/LYN/SRC/PSMB2/PRKAR1A/FN1/PSMB1/FGR/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1,0.6435518361507222
FC_vs_Healthy,GO:0034341,response to type II interferon,48,0.6251003374648472,1.7817884507358102,3.0686894099902115e-6,1.30419299924584e-4,1.30419299924584e-4,964,"tags=62%, list=23%, signal=49%",GBP1/GBP2/STAT1/LGALS9/PSMA4/TRIM21/PSMB8/CD74/IFITM3/RPL13A/PSMA2/CD47/CASP1/PSMA3/HCK/PSMB2/SYNCRIP/EPRS1/CDC37/PSMB1/PSMA7/BST2/PSMB9/PSMB4/RAF1/PSMB10/SEC61A1/SP100/PSMA1/CALM1,0.6272567397185284
FC_vs_Healthy,GO:0042116,macrophage activation,23,0.6778655775092807,1.7532075268437253,1.3524266993666717e-4,0.002410373391613181,0.002410373391613181,1100,"tags=65%, list=26%, signal=49%",PTPRC/ITGB2/ITGAM/HMGB1/CD74/GRN/MYO18A/CLU/DYSF/STK39/KARS1/PLCG2/C1QA/THBS1/PLA2G4A,0.5188480777437918
FC_vs_Healthy,GO:0002709,regulation of T cell mediated immunity,30,0.6397295350666173,1.7356132650657576,1.9018249320650705e-4,0.00323310238451062,0.00323310238451062,758,"tags=47%, list=18%, signal=39%",PTPRC/HLA-A/HLA-C/HLA-DRB1/HMGB1/CYRIB/HLA-B/HLA-E/HLA-G/STX7/NCKAP1L/HLA-DRB3/YWHAG/HLA-DRA,0.5188480777437918
FC_vs_Healthy,GO:1903039,positive regulation of leukocyte cell-cell adhesion,73,0.5961125302277794,1.7332626262108521,3.612913990402754e-7,2.8028290011172168e-5,2.8028290011172168e-5,653,"tags=41%, list=15%, signal=35%",PTPRC/ITGB2/HLA-A/LGALS9/PTPN6/HLA-DPB1/HLA-DRB1/CSK/HMGB1/CYRIB/SMARCC2/HLA-E/HLA-G/AP3B1/CD47/SMARCD2/HSPH1/SART1/HLA-DRB5/TFRC/RELA/LYN/SRC/YES1/CD44/SMARCE1/NCKAP1L/LCK/HLA-DRB3/YWHAG,0.674962860011025
FC_vs_Healthy,GO:0001906,cell killing,74,0.5942501477307285,1.7328615502374787,9.310740135188349e-8,1.1431519832647916e-5,1.1431519832647918e-5,594,"tags=36%, list=14%, signal=32%",CORO1A/GBP1/PTPRC/GBP2/HLA-A/HLA-C/LGALS9/HLA-DRB1/DEFA1/DEFA3/DEFA1B/ITGAM/SERPINB9/CYRIB/HLA-B/HLA-E/HLA-G/ICAM1/H2BC12/CTSC/GRB2/KRT6A/CLU/STX7/RPS19/RAB27A/NCKAP1L,0.7049757151672383
FC_vs_Healthy,GO:1903038,negative regulation of leukocyte cell-cell adhesion,41,0.617038609668155,1.727742596434913,2.8030086824259256e-5,8.016296791409707e-4,8.016296791409706e-4,1028,"tags=54%, list=24%, signal=41%",LGALS9/HLA-DRB1/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/PSMA2/PSMA3/WNK1/PSMB2/PRKAR1A/PSMB1/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1/MIA3/CEBPB,0.5756102610711286
FC_vs_Healthy,GO:0051216,cartilage development,23,-0.37912830826603794,-1.7220652161035945,0.0048297994002200395,0.03585003893626204,0.03585003893626204,381,"tags=35%, list=9%, signal=32%",COL3A1/NFIB/TGFBI/EFEMP1/MGP/LUM/COL2A1/OGN,0.40701791892395395
FC_vs_Healthy,GO:0002286,T cell activation involved in immune response,36,0.6218187262713029,1.71874489758032,9.19850011435478e-5,0.0018480622957021875,0.0018480622957021875,941,"tags=56%, list=22%, signal=44%",LGALS9/HLA-DRB1/PSMA4/HMGB1/PSMB8/CD74/ICAM1/PSMA2/PSMA3/PSMB2/LCP1/PSMB1/NCKAP1L/PSMA7/STAT5A/HLA-DRA/PSMB9/PSMB4/PSMB10/PSMA1,0.5384340963099162
FC_vs_Healthy,GO:0002456,T cell mediated immunity,38,0.6196828168830221,1.7186266990709989,7.177227092416664e-5,0.0015550658700236105,0.0015550658700236105,911,"tags=50%, list=21%, signal=40%",PTPRC/HLA-A/HLA-C/HLA-DRB1/HMGB1/CYRIB/HLA-B/HLA-E/HLA-G/CTSC/MYO1G/STX7/NCKAP1L/C4BPA/HLA-DRB3/YWHAG/HLA-DRA/RFTN1/MAPK3,0.5384340963099162
FC_vs_Healthy,GO:0050868,negative regulation of T cell activation,36,0.6208693970514393,1.7161208936965053,9.934365007434855e-5,0.0019387368806196553,0.001938736880619655,1028,"tags=56%, list=24%, signal=42%",LGALS9/HLA-DRB1/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/PSMA2/PSMA3/PSMB2/PRKAR1A/PSMB1/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1/CEBPB,0.5384340963099162
FC_vs_Healthy,GO:0042098,T cell proliferation,39,0.6127571743234865,1.7112929787946438,5.598462627968506e-5,0.001316234298703234,0.001316234298703234,594,"tags=36%, list=14%, signal=31%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/HMGB1/MSN/CTPS1/HLA-E/HLA-G/RAC2/TFRC/PRKAR1A/NCKAP1L,0.557332238758646
FC_vs_Healthy,GO:0001909,leukocyte mediated cytotoxicity,44,0.6070261419050267,1.7088817188469216,2.50453131974309e-5,7.704699619909228e-4,7.704699619909228e-4,240,"tags=34%, list=6%, signal=32%",CORO1A/PTPRC/HLA-A/HLA-C/LGALS9/HLA-DRB1/ITGAM/SERPINB9/CYRIB/HLA-B/HLA-E/HLA-G/ICAM1/CTSC/GRB2,0.5756102610711286
FC_vs_Healthy,GO:0032944,regulation of mononuclear cell proliferation,44,0.6065874966597588,1.707646857958814,2.5798541713723208e-5,7.704699619909228e-4,7.704699619909228e-4,594,"tags=34%, list=14%, signal=30%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/MNDA/HMGB1/CD74/HLA-E/HLA-G/RAC2/TFRC/LYN/PRKAR1A/NCKAP1L,0.5756102610711286
FC_vs_Healthy,GO:0050670,regulation of lymphocyte proliferation,44,0.6065874966597588,1.707646857958814,2.5798541713723208e-5,7.704699619909228e-4,7.704699619909228e-4,594,"tags=34%, list=14%, signal=30%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/MNDA/HMGB1/CD74/HLA-E/HLA-G/RAC2/TFRC/LYN/PRKAR1A/NCKAP1L,0.5756102610711286
FC_vs_Healthy,GO:0019882,antigen processing and presentation,57,0.5946206796905364,1.7065180153737953,3.993550303426005e-6,1.6343974389947168e-4,1.6343974389947168e-4,340,"tags=37%, list=8%, signal=34%",TAP2/CTSS/HLA-A/HLA-C/HLA-DPB1/HLA-DRB1/CALR/TAP1/YTHDF1/CD74/HLA-B/HLA-E/HLA-G/AP3B1/PDIA3/RAB10/RAB35/RAB8B/RAB4A/RAB6A/HLA-DRB5,0.610526878385931
FC_vs_Healthy,GO:0050866,negative regulation of cell activation,59,0.5936089341362892,1.7060824053727326,7.692934310330287e-6,2.820711234647558e-4,2.820711234647558e-4,1028,"tags=51%, list=24%, signal=39%",PTPRC/LGALS9/PTPN6/HLA-DRB1/MNDA/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/GRN/PSMA2/PSMA3/PRKCD/LYN/SRC/PSMB2/PRKAR1A/FN1/PSMB1/FGR/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1/TMX1/CEBPB,0.5933254763964051
FC_vs_Healthy,GO:0046651,lymphocyte proliferation,50,0.5989371316157599,1.706029241015111,8.168575521151298e-6,2.820711234647558e-4,2.820711234647558e-4,475,"tags=32%, list=11%, signal=29%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/MNDA/HMGB1/MSN/CD74/CTPS1/HLA-E/HLA-G/RAC2/TFRC/LYN/PRKAR1A,0.5933254763964051
FC_vs_Healthy,GO:1902369,negative regulation of RNA catabolic process,41,0.6084538186513904,1.7037047017412033,5.5243118963325904e-5,0.001316234298703234,0.001316234298703234,934,"tags=56%, list=22%, signal=44%",THRAP3/BCLAF1/SRSF1/FXR1/HNRNPU/SLIRP/DKC1/PABPC1/SYNCRIP/FUS/CSDE1/NSUN2/PNN/MYD88/YBX1/LARP1/YBX3/PAIP1/HNRNPC/SNW1/TARDBP/TAF15/HNRNPA0,0.557332238758646
FC_vs_Healthy,GO:2000241,regulation of reproductive process,15,0.6974218130255698,1.6946511205952883,8.303698726893185e-4,0.009798784440431928,0.009798784440431928,498,"tags=47%, list=12%, signal=41%",ARHGDIB/CALR/YTHDF2/HVCN1/MYH9/HDAC2/TIMP1,0.47727081536286214
FC_vs_Healthy,GO:0002429,immune response-activating cell surface receptor signaling pathway,90,0.5761071940677066,1.6934781367006095,7.141852140575858e-8,9.864683269170403e-6,9.864683269170403e-6,972,"tags=48%, list=23%, signal=38%",GBP1/PTPRC/HLA-A/PTPN6/HLA-DPB1/HLA-DRB1/MNDA/CSK/ITGAM/HMGB1/UBE2N/BAX/AP3B1/GRB2/WDFY1/PAK2/MYO1G/CD47/PAK1/CLEC2B/WNK1/RELA/PRKCD/HCK/LYN/SRC/YES1/KHDRBS1/RAP1A/NCKAP1L/EIF2B4/FGR/LCK/MYD88/HLA-DRB3/NFKB1/RFTN1/EIF2B5/PLCG2/CYBA/TBK1/SQSTM1/NCK1,0.7049757151672383
FC_vs_Healthy,GO:0002703,regulation of leukocyte mediated immunity,67,0.5845097137062419,1.6886846498025772,9.262920627684736e-7,5.387119628206123e-5,5.387119628206123e-5,936,"tags=49%, list=22%, signal=39%",PTPRC/ITGB2/HLA-A/HLA-C/LGALS9/HLA-DRB1/VAMP8/ITGAM/HMGB1/SERPINB9/CYRIB/HLA-B/HLA-E/HLA-G/RAC2/ICAM1/GRB2/TFRC/LYN/STX7/DDX21/RIGI/NCKAP1L/FGR/C4BPA/HLA-DRB3/YWHAG/BST2/HLA-DRA/VAMP7/MAPK3/PLCG2/AP1G1,0.6594443980379349
FC_vs_Healthy,GO:0007159,leukocyte cell-cell adhesion,124,0.5687649164243243,1.6878425491411746,3.6145179119876843e-10,7.988084585492783e-8,7.988084585492783e-8,1028,"tags=48%, list=24%, signal=38%",PTPRC/ITGB2/HLA-A/LGALS9/PTPN6/HLA-DPB1/HLA-DRB1/PSMA4/CSK/FERMT3/ITGAM/S100A8/HMGB1/CYRIB/MSN/PSMB8/SMARCC2/HLA-E/HLA-G/RAC2/ICAM1/AP3B1/PSMA2/CD47/SMARCD2/HSPH1/PECAM1/SART1/HLA-DRB5/PSMA3/TFRC/WNK1/RELA/LYN/SRC/YES1/PSMB2/STK10/ROCK1/PRKAR1A/CD44/SMARCE1/ITGAX/PSMB1/NCKAP1L/LCK/PSMA7/HLA-DRB3/YWHAG/STAT5A/HLA-DRA/PSMB9/PSMB4/PSMB10/F11R/PSMA1/NCK1/MIA3/NCK2/CEBPB,0.8140358378479079
FC_vs_Healthy,GO:0046634,regulation of alpha-beta T cell activation,23,0.651961896447354,1.6862111633794552,5.253167281507712e-4,0.006829117465960026,0.006829117465960026,758,"tags=48%, list=18%, signal=39%",HLA-A/LGALS9/HLA-DRB1/HMGB1/HLA-E/AP3B1/HSPH1/NCKAP1L/HLA-DRB3/STAT5A/HLA-DRA,0.47727081536286214
FC_vs_Healthy,GO:0050870,positive regulation of T cell activation,69,0.5787827566033525,1.6825735364207768,1.802546712003312e-6,9.053700530743908e-5,9.053700530743908e-5,653,"tags=39%, list=15%, signal=34%",PTPRC/HLA-A/LGALS9/PTPN6/HLA-DPB1/HLA-DRB1/CSK/HMGB1/CYRIB/SMARCC2/HLA-E/HLA-G/AP3B1/CD47/SMARCD2/HSPH1/SART1/HLA-DRB5/TFRC/LYN/SRC/YES1/SMARCE1/NCKAP1L/LCK/HLA-DRB3/YWHAG,0.6435518361507222
FC_vs_Healthy,GO:0050954,sensory perception of mechanical stimulus,23,-0.3704110327375174,-1.6824698689887532,0.0064345453266511305,0.04396222766901241,0.043962227669012414,32,"tags=17%, list=1%, signal=17%",ITGA2/COL1A1/COL2A1/MYH14,0.40701791892395395
FC_vs_Healthy,GO:0051250,negative regulation of lymphocyte activation,43,0.5990898131213457,1.6790799082783863,6.791688091241431e-5,0.0015261094888190324,0.0015261094888190324,1028,"tags=53%, list=24%, signal=41%",LGALS9/HLA-DRB1/MNDA/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/PSMA2/PSMA3/LYN/PSMB2/PRKAR1A/PSMB1/FGR/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1/CEBPB,0.5384340963099162
FC_vs_Healthy,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",181,0.5474872428405648,1.6761016104069615,1e-10,3.683333333333333e-8,3.683333333333333e-8,1367,"tags=66%, list=32%, signal=47%",LSM6/SRSF4/SRSF5/SRSF6/NCL/RBMX/RBMXL1/SNRPD2/ACIN1/THRAP3/SNRPF/SRSF3/BUD31/DDX46/RBM25/RBM8A/H1-2/H1-3/SRSF7/CDC5L/TIAL1/SRSF1/PPIE/FMR1/RBM14/TRA2B/SF3B2/PHF5A/ILF3/SF3A2/SAP18/RBM15/PRPF4/SART1/PQBP1/IK/SNRPA1/PRPF3/SNU13/UBL5/PPIL1/HNRNPU/KHDRBS1/PLRG1/RALY/SNRPA/PRPF40A/SNRPB2/PABPC1/HNRNPR/SYNCRIP/CDK11B/SNRPB/SNRNP70/PNN/HNRNPH1/HNRNPH3/SF3B1/NCBP2/HNRNPK/PRPF6/HNRNPF/SRSF10/CELF2/CWC15/ISY1/LUC7L2/LUC7L/PRPF8/SF3A3/HNRNPC/SNW1/XAB2/U2AF1/LUC7L3/HNRNPUL2/HNRNPL/CTNNBL1/DDX23/SF3A1/HNRNPUL1/SON/SF3B3/HSPA8/SF1/SFPQ/LSM2/MAGOHB/NCBP1/SNRNP40/EIF4A3/HNRNPA3/HNRNPA1/RBM17/SMU1/STRAP/LARP7/MTREX/SRSF2/ZNF830/DAZAP1/HTATSF1/SNRPC/RNPS1/C1QBP/TRA2A/RBM22/LSM7/PPWD1/PRMT5/DHX15/SNRNP200/SNRPG/DHX9/HNRNPA2B1/CRNKL1/DDX39A/DDX39B/DDX42,NA
FC_vs_Healthy,GO:0000398,"mRNA splicing, via spliceosome",181,0.5474872428405648,1.6761016104069615,1e-10,3.683333333333333e-8,3.683333333333333e-8,1367,"tags=66%, list=32%, signal=47%",LSM6/SRSF4/SRSF5/SRSF6/NCL/RBMX/RBMXL1/SNRPD2/ACIN1/THRAP3/SNRPF/SRSF3/BUD31/DDX46/RBM25/RBM8A/H1-2/H1-3/SRSF7/CDC5L/TIAL1/SRSF1/PPIE/FMR1/RBM14/TRA2B/SF3B2/PHF5A/ILF3/SF3A2/SAP18/RBM15/PRPF4/SART1/PQBP1/IK/SNRPA1/PRPF3/SNU13/UBL5/PPIL1/HNRNPU/KHDRBS1/PLRG1/RALY/SNRPA/PRPF40A/SNRPB2/PABPC1/HNRNPR/SYNCRIP/CDK11B/SNRPB/SNRNP70/PNN/HNRNPH1/HNRNPH3/SF3B1/NCBP2/HNRNPK/PRPF6/HNRNPF/SRSF10/CELF2/CWC15/ISY1/LUC7L2/LUC7L/PRPF8/SF3A3/HNRNPC/SNW1/XAB2/U2AF1/LUC7L3/HNRNPUL2/HNRNPL/CTNNBL1/DDX23/SF3A1/HNRNPUL1/SON/SF3B3/HSPA8/SF1/SFPQ/LSM2/MAGOHB/NCBP1/SNRNP40/EIF4A3/HNRNPA3/HNRNPA1/RBM17/SMU1/STRAP/LARP7/MTREX/SRSF2/ZNF830/DAZAP1/HTATSF1/SNRPC/RNPS1/C1QBP/TRA2A/RBM22/LSM7/PPWD1/PRMT5/DHX15/SNRNP200/SNRPG/DHX9/HNRNPA2B1/CRNKL1/DDX39A/DDX39B/DDX42,NA
FC_vs_Healthy,GO:0002698,negative regulation of immune effector process,42,0.6025951708395128,1.670111544003114,5.981214915928583e-5,0.0013769255171043925,0.0013769255171043925,681,"tags=40%, list=16%, signal=34%",PTPRC/HLA-A/LGALS9/PTPN6/SERPINB9/HLA-B/HLA-E/HLA-G/GRB2/GRN/CLU/RPS19/NCKAP1L/C4BPA/A2M/BST2/STAT5A,0.557332238758646
FC_vs_Healthy,GO:0006413,translational initiation,86,0.5686900753243871,1.6695340922450475,3.4210829969950343e-7,2.8028290011172168e-5,2.8028290011172168e-5,1118,"tags=59%, list=26%, signal=45%",DNAJC3/RPS3A/YTHDF3/YTHDF2/YTHDF1/RPL13A/EIF6/PML/FMR1/EIF4B/EIF2AK2/EIF2A/EIF3A/EIF4G1/EIF4G3/EIF3H/RPS17/ABCF1/KHDRBS1/EIF3J/SYNCRIP/ABCE1/EIF2S3/EPRS1/EIF4G2/EIF2S2/CSDE1/EIF2B4/EIF3CL/EIF3C/NCBP2/LARP1/EIF3G/MCTS1/BZW1/PAIP1/SH3BGRL/EIF5/EIF5B/EIF2B5/EIF1AX/EIF1AY/METAP2/NCK1/NCK2/NCBP1/EIF4A1/EIF4A2/EIF2S1/EIF3I/EIF4E,0.674962860011025
FC_vs_Healthy,GO:0032943,mononuclear cell proliferation,51,0.5877979921254072,1.6686870182881848,3.2512326898039545e-5,8.354911912170627e-4,8.354911912170627e-4,475,"tags=31%, list=11%, signal=28%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/MNDA/HMGB1/MSN/CD74/CTPS1/HLA-E/HLA-G/RAC2/TFRC/LYN/PRKAR1A,0.557332238758646
FC_vs_Healthy,GO:0046631,alpha-beta T cell activation,48,0.5847663718933882,1.666820357262908,8.978771547839121e-5,0.0018373226963633758,0.0018373226963633758,941,"tags=54%, list=22%, signal=43%",HLA-A/LGALS9/HLA-DRB1/PSMA4/HMGB1/PSMB8/HLA-E/AP3B1/PSMA2/HSPH1/PSMA3/CLEC2B/PSMB2/CD44/PSMB1/NCKAP1L/LCK/PSMA7/HLA-DRB3/STAT5A/HLA-DRA/PSMB9/PSMB4/PSMB10/TBK1/PSMA1,0.5384340963099162
FC_vs_Healthy,GO:0050777,negative regulation of immune response,76,0.5715338614269535,1.663982195233125,2.9645524912360186e-6,1.30419299924584e-4,1.30419299924584e-4,681,"tags=39%, list=16%, signal=34%",PTPRC/HLA-A/LGALS9/PTPN6/HLA-DRB1/IFI16/SERPINB9/OAS3/TRIM21/YTHDF3/YTHDF2/HLA-B/HLA-E/HLA-G/SAMHD1/GRB2/GRN/PARP1/HCK/LYN/SRC/YES1/CLU/RPS19/PRKAR1A/NCKAP1L/FGR/C4BPA/A2M/STAT5A,0.6272567397185284
FC_vs_Healthy,GO:0002768,immune response-regulating cell surface receptor signaling pathway,94,0.5681866978299694,1.6636056698506698,1.474875576082451e-7,1.4815795559737348e-5,1.4815795559737348e-5,972,"tags=47%, list=23%, signal=37%",GBP1/PTPRC/HLA-A/PTPN6/HLA-DPB1/HLA-DRB1/MNDA/CSK/ITGAM/HMGB1/UBE2N/BAX/HLA-G/AP3B1/GRB2/WDFY1/PAK2/MYO1G/CD47/PAK1/CLEC2B/WNK1/RELA/PRKCD/HCK/LYN/SRC/YES1/KHDRBS1/RAP1A/NCKAP1L/EIF2B4/FGR/LCK/MYD88/HLA-DRB3/NFKB1/RFTN1/EIF2B5/PLCG2/CYBA/TBK1/SQSTM1/NCK1,0.6901324587967956
FC_vs_Healthy,GO:0022409,positive regulation of cell-cell adhesion,92,0.5573252819889614,1.6621940432920863,5.211513170881001e-7,3.199290029901948e-5,3.199290029901948e-5,758,"tags=37%, list=18%, signal=31%",PTPRC/ITGB2/HLA-A/LGALS9/PTPN6/HLA-DPB1/HLA-DRB1/CSK/HMGB1/CYRIB/FGG/SMARCC2/HLA-E/HLA-G/AP3B1/CD47/SMARCD2/HSPH1/SART1/HLA-DRB5/TFRC/RELA/LYN/SRC/YES1/CD44/SMARCE1/NCKAP1L/LCK/HLA-DRB3/YWHAG/FGB/FGA/HLA-DRA,0.6594443980379349
FC_vs_Healthy,GO:0031640,killing of cells of another organism,29,0.6191021381473779,1.659783509398372,8.601647879836172e-4,0.009798784440431928,0.009798784440431928,459,"tags=28%, list=11%, signal=25%",GBP1/GBP2/DEFA1/DEFA3/DEFA1B/H2BC12/KRT6A/RPS19,0.47727081536286214
FC_vs_Healthy,GO:0141061,disruption of cell in another organism,29,0.6191021381473779,1.659783509398372,8.601647879836172e-4,0.009798784440431928,0.009798784440431928,459,"tags=28%, list=11%, signal=25%",GBP1/GBP2/DEFA1/DEFA3/DEFA1B/H2BC12/KRT6A/RPS19,0.47727081536286214
FC_vs_Healthy,GO:0000375,"RNA splicing, via transesterification reactions",182,0.5446299881444898,1.6594751276941606,1e-10,3.683333333333333e-8,3.683333333333333e-8,1367,"tags=65%, list=32%, signal=46%",LSM6/SRSF4/SRSF5/SRSF6/NCL/RBMX/RBMXL1/SNRPD2/ACIN1/THRAP3/SNRPF/SRSF3/BUD31/DDX46/RBM25/RBM8A/H1-2/H1-3/SRSF7/CDC5L/TIAL1/SRSF1/PPIE/FMR1/RBM14/TRA2B/SF3B2/PHF5A/ILF3/SF3A2/SAP18/RBM15/PRPF4/SART1/PQBP1/IK/SNRPA1/PRPF3/SNU13/UBL5/PPIL1/HNRNPU/KHDRBS1/PLRG1/RALY/SNRPA/PRPF40A/SNRPB2/PABPC1/HNRNPR/SYNCRIP/CDK11B/SNRPB/SNRNP70/PNN/HNRNPH1/HNRNPH3/SF3B1/NCBP2/HNRNPK/PRPF6/HNRNPF/SRSF10/CELF2/CWC15/ISY1/LUC7L2/LUC7L/PRPF8/SF3A3/HNRNPC/SNW1/XAB2/U2AF1/LUC7L3/HNRNPUL2/HNRNPL/CTNNBL1/DDX23/SF3A1/HNRNPUL1/SON/SF3B3/HSPA8/SF1/SFPQ/LSM2/MAGOHB/NCBP1/SNRNP40/EIF4A3/HNRNPA3/HNRNPA1/RBM17/SMU1/STRAP/LARP7/MTREX/SRSF2/ZNF830/DAZAP1/HTATSF1/SNRPC/RNPS1/C1QBP/TRA2A/RBM22/LSM7/PPWD1/PRMT5/DHX15/SNRNP200/SNRPG/DHX9/HNRNPA2B1/CRNKL1/DDX39A/DDX39B/DDX42,NA
FC_vs_Healthy,GO:1903037,regulation of leukocyte cell-cell adhesion,104,0.5595427182772585,1.6584240334919635,1.3252404542912238e-7,1.4643907019918023e-5,1.4643907019918023e-5,1028,"tags=47%, list=24%, signal=37%",PTPRC/ITGB2/HLA-A/LGALS9/PTPN6/HLA-DPB1/HLA-DRB1/PSMA4/CSK/HMGB1/CYRIB/PSMB8/SMARCC2/HLA-E/HLA-G/AP3B1/PSMA2/CD47/SMARCD2/HSPH1/SART1/HLA-DRB5/PSMA3/TFRC/WNK1/RELA/LYN/SRC/YES1/PSMB2/PRKAR1A/CD44/SMARCE1/PSMB1/NCKAP1L/LCK/PSMA7/HLA-DRB3/YWHAG/STAT5A/HLA-DRA/PSMB9/PSMB4/PSMB10/PSMA1/NCK1/MIA3/NCK2/CEBPB,0.6901324587967956
FC_vs_Healthy,GO:1903312,negative regulation of mRNA metabolic process,58,0.5738621369704862,1.649874885616568,1.779590184626726e-5,5.958930769734946e-4,5.958930769734946e-4,934,"tags=55%, list=22%, signal=44%",SRSF4/SRSF6/RBMX/SNRPD2/ACIN1/THRAP3/SNRPF/BCLAF1/SRSF7/SRSF1/FXR1/SAP18/HNRNPU/SLIRP/PABPC1/SYNCRIP/FUS/SNRPB/CSDE1/PNN/MYD88/YBX1/LARP1/SRSF10/YBX3/PAIP1/PRPF8/HNRNPC/SNW1/TARDBP/TAF15/HNRNPA0,0.5756102610711286
FC_vs_Healthy,GO:0050863,regulation of T cell activation,100,0.5514251968597634,1.6445092139829756,4.827848494071649e-7,3.138101521146572e-5,3.138101521146572e-5,1028,"tags=46%, list=24%, signal=36%",PTPRC/HLA-A/LGALS9/PTPN6/HLA-DPB1/HLA-DRB1/PSMA4/CSK/HMGB1/CYRIB/PSMB8/SMARCC2/HLA-E/HLA-G/RAC2/AP3B1/PSMA2/CD47/SMARCD2/HSPH1/SART1/HLA-DRB5/PSMA3/TFRC/LYN/SRC/YES1/PSMB2/CLPTM1/PRKAR1A/SMARCE1/PSMB1/NCKAP1L/LCK/PSMA7/HLA-DRB3/YWHAG/STAT5A/HLA-DRA/PSMB9/PSMB4/PSMB10/PSMA1/NCK1/NCK2/CEBPB,0.6594443980379349
FC_vs_Healthy,GO:0048592,eye morphogenesis,12,-0.4485937130701962,-1.6378654675424167,0.02815615667291742,0.12596175353673583,0.12596175353673583,2346,"tags=100%, list=55%, signal=45%",ALDH1A3/STAT3/THY1/COL5A1/NF1/COL5A2/MFAP5/FBN1/FBN2/MFAP2/EFEMP1/EPHA2,0.35248785758361917
FC_vs_Healthy,GO:0070661,leukocyte proliferation,60,0.5719943176650581,1.634175509564235,3.728643821422289e-5,9.363980506071885e-4,9.363980506071884e-4,1028,"tags=42%, list=24%, signal=32%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/MNDA/HMGB1/MSN/CD74/CTPS1/HLA-E/HLA-G/RAC2/TFRC/LYN/CLU/PRKAR1A/NCKAP1L/BST2/PCYT1A/MAPK1/MAPK3/NCK1/NCK2/CEBPB,0.557332238758646
FC_vs_Healthy,GO:0070663,regulation of leukocyte proliferation,51,0.5756347697548547,1.6341571091319742,1.0000724180571977e-4,0.0019387368806196553,0.001938736880619655,1028,"tags=41%, list=24%, signal=32%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/MNDA/HMGB1/CD74/HLA-E/HLA-G/RAC2/TFRC/LYN/PRKAR1A/NCKAP1L/BST2/MAPK1/MAPK3/NCK1/NCK2/CEBPB,0.5384340963099162
FC_vs_Healthy,GO:0042129,regulation of T cell proliferation,35,0.5982659895802853,1.628550327998325,3.0999491593502164e-4,0.004692388796002724,0.004692388796002725,594,"tags=34%, list=14%, signal=30%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/HMGB1/HLA-E/HLA-G/RAC2/TFRC/PRKAR1A/NCKAP1L,0.49849310876659025
