ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0048193,Golgi vesicle transport,177,0.385967290921388,1.1795177570569615,0.04995004995004995,0.1772264777961687,0.1772264777961687,1369,"tags=42%, list=32%, signal=30%",CSK/YIF1B/AP3M1/SCAMP2/CORO7/VAPB/VAPA/MYO1B/AP1M1/RAB8A/EHD3/RAB10/RAB43/RAB14/RAB4B/RAB1A/RAB6A/RAB1B/HYOU1/RP2/ARCN1/MYO18A/TMED7/TM9SF4/ACSL3/YIPF6/TFG/RAB13/RABGGTA/MYO5A/SEC13/VTI1B/ACBD3/VPS13C/OPTN/COPG1/STX5/PITPNB/NAPA/SCAMP3/SEC31A/VAMP7/AP1G2/AP3D1/SNX3/AP1G1/COPG2/ANXA13/MIA3/GABARAPL2/SNX12/SEC23B/GBF1/TMED5/GLTP/AP2M1/TMED10/CCDC93/YKT6/COPB2/NSF/COPA/SCYL1/SEC23IP/TMED3/TMED2/LAMP1/LMAN2/TRAPPC1/ATP2C1/AP2A1/GOLGA7/TRAPPC3/BCAP31/SURF4,0.19991523130966152
GO:0022411,cellular component disassembly,202,0.3857006893500965,1.1769779447428999,0.04395604395604396,0.16806722689075632,0.16806722689075632,1529,"tags=46%, list=36%, signal=31%",CTSS/NME1/LIMA1/CASP3/VAMP8/SET/ITGAM/ACIN1/TRIM21/MMP14/BAX/SMARCC2/CFL1/CHMP4B/RDX/GSPT1/CHMP4A/KLC1/SUPT16H/SMARCD2/ATP2A2/GSPT2/WNK1/TWF1/CFL2/DSTN/NES/MAP4/CAPZA1/ABCE1/DDRGK1/SH3PXD2B/SMARCE1/VPS16/SWAP70/MICAL1/CAPZB/CST3/ENG/CDK1/IST1/MCTS1/FLII/SH3BP1/PYM1/STX5/STMN1/SSRP1/NAPA/VRK1/ETF1/CKAP5/PDXP/CHMP5/TMOD3/HSPA8/KIF5B/CHMP1B/CALM1/TAOK1/PLEK/TWF2/GABARAPL2/GBF1/C1QA/WDR1/PRKCB/CDK5RAP3/PIK3R1/NSF/SMARCC1/VTA1/PRKAA1/UFL1/MPO/KIF2A/PLG/FAP/VPS33A/TRIOBP/ADAM10/FAF2/C1QC/PIK3C3/SKIC3/C1QB/GRWD1/PELO/PRKCA/CHMP6/SCAF4/RPL23/UFSP2,0.21392785549235627
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
